Channelid,subscribercount,channelname,total_estimated_revenue,total_views,video_count
UC-YKMwyFOYWMzA2K5LukjhA,10900000,Sur Music World,229360.2,2293602,2
UCSbUX_gKMur5FPcTbH2L5mA,10900000,Galatta Tamil | கலாட்டா தமிழ்,321410.9,3214109,1
UCWEqIFOOjmL_olrETpSnGOQ,10800000,Harsha Sai - For You Telugu,4117929.7,41179297,2
UCk_6KmDDc_zZQnTf4lH43pQ,10800000,Rifana art & craft,9101188.3,91011883,1
UC9nuJbEL-AMJLLqc2-ej8xQ,10800000,Bongo,8981078.7,89810787,4
UCJfeUWkrU4JwIJfP-usd-_w,10800000,Khesari Music World,37879675.5,378796755,3
UCJHM0LdVKi7ou2aM8aVR1gA,10700000,Gaspi - Artistomg,20756.6,207566,1
UCYPvAwZP8pZhSMW8qs7cVCw,10700000,India Today,195394.1,1953941,8
UCaP6L7U9mq8C3OehlBhwqgg,10700000,Bhojpuri Movies,4398825,43988250,1
UC7IMq6lLHbptAnSucW1pClA,10600000,FilterCopy,1111790.9,11117909,2
UCnm5DH0oJndtA-6J10_jIEw,10600000,Tarang TV,12806716.9,128067169,62
UCjnB4vdR1A_XWwsQFSVSYIQ,10500000,Biku entertainment,5981499.4,59814994,2
UCHwQ2fiRDyd7hikKan5s4Sg,10400000,Makeup by Parul Garg,1795137,17951370,1
UCu6eDhSb-UJq7_vLgKe4vHw,10300000,Agnit Shorts,2281607.8,22816078,1
UCJ2MWt6bV6fqpF51wuurLJQ,10300000,Bhojpuri HD Film,13677259.4,136772594,2
UCCczaXpIkXAn1Tl-HODH-PA,10200000,Krishna Avyu,1846296.6,18462966,1
UCP0uG-mcMImgKnJz-VjJZmQ,10200000,Manorama News,418532,4185320,6
UCMWv9WrCkZJcxzsOWeZfEkg,10200000,With Love Nagaraj Sangeetha,3974163.8,39741638,3
UC3zO4y9uGbYqxEVMyTjvGtw,10100000,Angle Music,36082376.5,360823765,10
UCaHeVvYo6wHdCvqohi6O9bw,10100000,Eagle Music Video Station,42590544.2,425905442,1
UCGie8GMlUo3kBKIopdvumVQ,10100000,Still Watching Netflix,120521140.4,1205211404,9
UCKcWSiffY8MpZ3NKav8LeRA,10000000,motivationaldoc,146360.2,1463602,1
UCSKgOW8Pg_eZymYJyJc432g,10000000,Dainik Jagran - दैनिक जागरण,45710.5,457105,1
UCzee67JnEcuvjErRyWP3GpQ,10000000,Saregama Tamil,42032430.5,420324305,21
UC9ftt2QxQewlpWaJ3HvemaQ,10000000,Himesh Reshammiya Melodies,3236259.7,32362597,1
UCi4vAMDUfdAA5anI47umOxg,10000000,Bengali Fairy Tales,3915157.9,39151579,4
UCef1-8eOpJgud7szVPlZQAQ,10000000,CNN-News18,149447.8,1494478,4
UCIWZ1_W5BqsvW9fm1cYFPpQ,10000000,ABS-CBN Star Music,9683183.5,96831835,2
UCIjLRyywnG8olYXAEVYGYgQ,10000000,CMV,848924.7,8489247,1
UCNpNPMjP5S3qvXnUS0KRepw,10000000,Born2Kill,139487.6,1394876,1
UCbBWncD3X_dfXwxmj4KwJnA,10000000,Sidharrth TV,16070327,160703270,61
UCmzT7IffenKCFiqcJkyU7oQ,9980000,Rose Tv24,689630.4,6896304,1
UCP-r32FFZMHKUAWvFYk5msA,9940000,The BN Brothers,28529167.2,285291672,1
UCf4-1iHEgNgNWH_HKmYAtcw,9910000,Nimboo Kids - Cartoon Videos for Children,529933.3,5299333,1
UCFhXFikryT4aFcLkLw2LBLA,9890000,NileRed,4467400.7,44674007,2
UC7fWeaHhqgM4Ry-RMpM2YYw,9870000,TRT World,166178,1661780,1
UC2bNrKQbJLphxNCd6BSnTkA,9850000,Karikku,413051.6,4130516,1
UC-crZTQNRzZgzyighTKF0nQ,9820000,News18 Punjab,0,0,1
UCkAoKHarkL0cmwiPtluQUXg,9770000,RCM Bhojpuri Hit,671515.1,6715151,2
UCGE-L0dJpos3ut0N96H75Jw,9770000,utkal cartoonworld,8477547.5,84775475,9
UCBbpLKJLhIbDd_wX4ubU_Cw,9750000,DB Live,465076.8,4650768,6
UC8FqLpnbxRNpNmDuxNHuHHA,9740000,PR PRESENTS - Telugu,128734809,1287348090,9
UCFTtrxmEhd1pu-_ShK8XeIg,9700000,Premium Digiplex Movies,95435.3,954353,1
UCv50vqaNYubTfuOvvH1cuAg,9680000,Cha Dabin,62196.8,621968,1
UC70o5gPX_JhOosmjwoAbKCA,9680000,Shalimar Telugu & Hindi Movies,8285885.7,82858857,8
UCotI-SqRXnkAZX4bMqlRNjw,9680000,zoom,21755.5,217555,1
UCCyBiwdQbSQLAUOLOHn5l2A,9660000,Awadhesh Premi Official,10286203.4,102862034,3
UCVbsFo8aCgvIRIO9RYwsQMA,9600000,Zee 24 Taas,2736.6,27366,2
UCaI6qWhg6BMHx3keDO2OD0Q,9580000,Ishtar Regional,27723499.2,277234992,8
UCULLmfWqhMOeiWEV6hkMSCg,9570000,Mallemalatv,2177175.1,21771751,12
UCZCT3nG-B2u5fj6LsZZeXHw,9540000,Thar Production,8387836.9,83878369,1
UCumtYpCY26F6Jr3satUgMvA,9540000,NTV Telugu,6902031.2,69020312,35
UCOvOXLATfCrOJmAYaO4mRBA,9530000,VFX HD,5065591.2,50655912,1
UClPHwLcsE9zQcIqNRc7VLHw,9470000,ChuChuTV Tamil,129084163.8,1290841638,14
UCUEbmdKaF-7ivp9TUbwIPZw,9440000,MadCaP,2247010.4,22470104,3
UCgFyj4ZYwFOhaosUvrYne_w,9340000,BhavaniHD Movies,5138339.3,51383393,9
UCISgnSNwqQ2i8lhCun3KtQg,9300000,Sansad TV,163688,1636880,1
UCz2si8w1MqVtl1moygyGqpQ,9290000,Humble Music,28905930.2,289059302,7
UCtrovMbRR6h_XLMfdbhqb1A,9270000,Saregama Dice (TV Shows) Tamil,2875720.5,28757205,14
UC7b2A4OTNe5es8aJoAVRDfQ,9260000,KaanPhod Music,402782.2,4027822,3
UCgfO009hB_847kwL6NQnn-w,9210000,RG Entertainment,5889336.4,58893364,5
UCnMBV5Iw4WqKILKue1nP6Hg,9180000,Dunya News,4460.6,44606,4
UC68nKdrLbLL0Vj7ilVkLmmg,9150000,Saregama Telugu,43288524.7,432885247,17
UC3sEkd6R2w6CS7VUBDmHLsQ,9070000,JOON,28358969,283589690,1
UCLnDTo0igOTjP6l3dT_tkDg,9030000,RCM Music Bhojpuri,1715.2,17152,1
UCFk2qpStVlJTkgedostU4kQ,9020000,Cinekorn Movies,889555.8,8895558,1
UC06UXRnhvgWfYWnnYq2CYVQ,8970000,Sumeet Music,25480098.9,254800989,8
UCTJwrpjIWnQUhSXHgsIZPpw,8970000,Eagle Premier Station,163133.4,1631334,1
UCGjn3ZbkkNcQaj00qwJ0DYQ,8960000,Ayngaran,8028238.6,80282386,17
UCNUFterLJ9vpFZZ0try7sLA,8890000,SOMOY TV Bulletin,14758.4,147584,2
UCoMdktPbSTixAyNGwb-UYkQ,8880000,Sky News,0,0,1
UCACU6FM4RgOgX0IHB7dudFA,8770000,Science and fun,7739407.7,77394077,1
UCqkf2n7cqsskfY3OI8ylnpQ,8770000,Pareshaan Puli,2725749.4,27257494,1
UCeVMnSShP_Iviwkknt83cww,8770000,CodeWithHarry,4942987.1,49429871,19
UCO7oJs9vrfYIN_rDYjlN7Ig,8770000,Ultra Cinema,4429587.5,44295875,3
UCFgt49SDtn2xXmkPy0bguzg,8690000,Troll Boy Channel,557810.7,5578107,1
UC05cEmAqCtRwIWwncV2gx2Q,8650000,Ankush Raja Official,126665981,1266659810,5
UCtFQDgA8J8_iiwc5-KoAQlg,8640000,ANI News,3128265.3,31282653,8
UCs-i-OgJaRat1M0lCqviF2w,8610000,Green Gold Kids,2070232.6,20702326,2
UCEHCDn_BBnk3uTK1M64ptyw,8600000,Chef Ranveer Brar,39846.1,398461,1
UC0rDDvHM7u_7aWgAojSXl1Q,8570000,DaveHax,122524016.7,1225240167,1
UCA4y9g_GRdNrZLH_u5LLSdw,8550000,BanglaVision NEWS,27916.1,279161,2
UC90RW5ZmBBqp4r2QIQxfACA,8520000,Kanak News,215296.2,2152962,19
UChJRDTWVS8JaDbhsclfTUKg,8510000,Mabu Crush,2885605.8,28856058,2
UCWqyzn3cDkRDh3kRGWrIQwA,8490000,Mango Music,3356039.1,33560391,5
UCm7lHFkt2yB_WzL67aruVBQ,8470000,Hindustan Times,14258.1,142581,4
UCbgcYEdMsuypG2NJ-znBp3w,8470000,ATN Bangla News,177195.5,1771955,9
UCtrmrJAfw5oQld8sLcSeUnQ,8460000,PihuVishal Vlogs,1087727.7,10877277,6
UCsuOs8KvVuqvQv-pV01fCyg,8420000,Hindi Movies,120221.6,1202216,1
UCF5ifv99TgQAwgmHhB_yH3w,8410000,farmya,164021.4,1640214,1
UChk0IxOyv4owBJg_IfurDkA,8410000,Mad 4 Music,22861805.4,228618054,13
UCBbeXVY55K5estTHrKWJ5Yg,8360000,Tech FC Shorts,7178640,71786400,2
UCY6KjrDBN_tIRFT_QNqQbRQ,8330000,Madan Gowri,1138888.7,11388887,6
UCPxMZIFE856tbTfdkdjzTSQ,8230000,BeerBiceps,1093604.3,10936043,3
UC3mMTXPmOZS89QtTbg7ckog,8230000,Zee Music Bhojpuri,46619730.3,466197303,2
UCwt4YxSsBMxDwAMo5FoM3Xw,8220000,IVY Bhojpuri Movies,71061467.1,710614671,6
UC2PvBto6gvSLVub6CdwaivA,8180000,Rtv Drama,1365294.4,13652944,1
UCRh-4WUJx8M86gUYL2pyKSQ,8170000,Saregama Bengali,8938766.3,89387663,14
UC1gVb9-zg2cRQhR4WAHjG4A,8150000,UNBEATABLE CULTURE,5171712.5,51717125,1
UCUCMLgkMOVYIse7L8Jfa-vQ,8150000,RS 1313 LIVE,1177353.3,11773533,1
UC5vQMkqw2JVC9mqGNBXjzMw,8140000,INDIA EAT MANIA,34723.6,347236,3
UCmbua9iiakRr6nuCXxxsKSQ,8130000,MadhurasRecipe Marathi,233912,2339120,1
UCyu8StPfZWapR6rfW_JgqcA,8120000,DC Kids,158088.6,1580886,1
UCz2yxQJZgiB_5elTzqV7FiQ,8090000,BOL News,28506.1,285061,5
UCajVjEHDoVn_AHsunUZz_EQ,8070000,Republic Bangla,382164.1,3821641,29
UC-lJ-F5mlPP6SYPkkq6gjwA,8010000,VikatanTV,64833.5,648335,2
UCsbFefxpne9aYgoQ7baNnRg,7980000,Priya and Sid,30290305.2,302903052,3
UC2kCC6CFwU3cZFJl9e_FJlQ,7970000,Nadeem Sarwar,1531293.2,15312932,1
UCPPIsrNlEkaFQBk-4uNkOaw,7970000,Hebbars Kitchen,1091688.8,10916888,2
UCdsQsaeI8pQZtgrMmbjGUug,7970000,Nova Spiritual India,3246262.6,32462626,1
UCaYWUAgBX49rvWdt4OW1SNg,7960000,Ding Dong Bells,1766517.9,17665179,1
UCpZVXyR7lix525VPi3Vc5mg,7940000,Studio Saraswati Official,18082763.9,180827639,3
UC8-1jPPKFIb0KgCAib2EGKQ,7920000,The Live Tv,99172.4,991724,1
UCf40kH47yvowumzzK9LVKKg,7890000,Zee Music Marathi,135011187.7,1350111877,27
UCKnNrlSJF_hWoBSz1lY_D7g,7880000,NOT YOUR TYPE,1453315.5,14533155,1
UCkDghSeFb88MqR1VSNBTVRw,7850000,BabyBus - बच्चों के गीत&कार्टून एनीमेशन,1452167.1,14521671,1
UCqJByGbhsWdMhnDYaK-7prw,7830000,4PM,25533.1,255331,1
UCZRIvleceNUxAQpVQdQwLAg,7820000,Raghav Digital,99799058.6,997990586,4
UCQjHoPr0kqN83Mmihy7nsWw,7800000,Fresh Media Records,72737909.1,727379091,12
UCuF8-WmBJvhV5rZj2aYSoYw,7800000,IndiaGlitz Tamil,118604.8,1186048,2
UCzR7770PbrKcG9OYGzBep9w,7780000,Bollywood Hungama,2859166.4,28591664,3
UC8To9CFsZzvPafxMLzS08iA,7780000,JioHotstar Reality,2210928.2,22109282,1
UCsjSRfeVFmJcps2Bki1dRCw,7770000,NTV Natok,2062302,20623020,3
UCVBidM7sHBIT315S6LKChNA,7760000,New Khortha Video Series,38257.7,382577,1
UCj-SuNkajMZd5JkgZ_At5Ww,7740000,Aparajita official,8705617.4,87056174,7
UCZxu0dMOx9JpYsWkyDwunAQ,7730000,Eskay Movies,4526073.2,45260732,6
UCU_FozE_MPC8w4YncyShmJQ,7710000,GMJ - Global Music Junction - Bhojpuri,87004497.6,870044976,19
UCJi8M0hRKjz8SLPvJKEVTOg,7680000,ETV Andhra Pradesh,914948.1,9149481,32
UCiJfiEg1FImWsVuEu0L8X6Q,7650000,Geetha Arts,4925904.4,49259044,4
UCKRdwLxk_hBeiziMdNxDuoA,7630000,Eagle Bangla Natok,587511.9,5875119,1
UCz3I_sh4IqR4rPG-NURhTYg,7610000,Pooja Luthra,416,4160,1
UCr-gTfI7au9UaEjNCbnp_Nw,7610000,Vidya Vox,45483996.3,454839963,1
UCU0PnZqMDQ0uvwacGzCX3NA,7600000,SureshProductions,1222665.4,12226654,3
UCSFps0IYmpa27sQ7M7fh3pw,7590000,Kiddo Toons Hindi – Kids TV Shows in Hindi,3302727.1,33027271,1
UCEAv5P_prh2XJjM_C_TQ1Vw,7590000,Zee TV UK,38465,384650,1
UCh8ioEVA4OtR4T-Y2naE47Q,7580000,Tiki Hena Vlogs,374787.2,3747872,1
UCVPd4ciVXIoD-aLsIr7Dfsw,7550000,Suraj & Yashi Shorts,7327028.8,73270288,1
UCials1wQnEN_NykYZr1048w,7550000,Sun NXT,44000825.4,440008254,46
UCup3etEdjyF1L3sRbU-rKLw,7540000,24 News,90873.7,908737,4
UC6vQRTCxutg6fJLUGkDKynQ,7490000,Saregama Bhakti,561372.5,5613725,3
UCiCnPY--pbn5S8JkJdV2PbQ,7450000,Bengali Movies- Angel Digital,4757384.7,47573847,4
UC4xZrjsfEiomEbE9OUjN4-g,7450000,Zee Kannada,2709132.2,27091322,82
UCUDQdVsKssximyFwg4IxnOQ,7420000,NTV News,82857.7,828577,5
UCZRdNleCgW-BGUJf-bbjzQg,7330000,Diljit Dosanjh,77541993.4,775419934,2
UC_2irx_BQR7RsBKmUV9fePQ,7330000,ABN Telugu,352961.2,3529612,17
UCN3-BVMnr44LIUheSuppw1A,7310000,Quick Support,350950.2,3509502,3
UC94m1fN8ypwZpZWs4E5mEcg,7310000,TellyChakkar,24720.3,247203,1
UCm9SZAl03Rev9sFwloCdz1g,7290000,Rehaan Records,176610840.7,1766108407,14
UC74bcC7aGRNz4KoRpJsJNEw,7270000,Nicktoons,39739161.6,397391616,1
UCjeD2I8jwXg2l_nvXb_6Hzw,7200000,YRF Music,12887.7,128877,1
UCwqusr8YDwM-3mEYTDeJHzw,7200000,Republic World,314638.6,3146386,5
UCIx3RWYwikMlDiJeCEUbfEA,7180000,Wunderbar Films,17955120.2,179551202,1
UCurYxozQbvKn-oNUxNJh45Q,7170000,GREAT IDEAS GREAT LIFE,269150,2691500,1
UCD8olHsweNjlAdRExKFDPHg,7160000,abhishek yadav,4050801.1,40508011,1
UCQuLyitHTE9LfUAxlhDfgig,7130000,White Hill Dhaakad,42638.4,426384,1
UCRgMIwmmh1-2k5HeTQ2cdkQ,7130000,Gaurav Thakur,116126.3,1161263,1
UCU5pQWmxvxqRP5u-SdoV8rQ,7130000,Movie Talkies,116964.7,1169647,1
UC2ziCMHFPWkFHjocUMXT__Q,7100000,Sathiyam News,18880,188800,1
UCSgVw2iWODCXSlVZA0SO86g,7080000,Allari Aarathi,10923909.3,109239093,10
UCFqjZU7uJ1WNhDY6KEFRnMg,7060000,Mukul Sona MS,4704106.1,47041061,2
UC_ff05CVlPk1q0zdNVcuwhA,7040000,Bhojpuri Cinema TV Channel,11338751.9,113387519,13
UCBwmMxybNva6P_5VmxjzwqA,7030000,Apna College,6243112.2,62431122,4
UCD-aXv7CMezGSTfxmKAD6Ag,7010000,iPantellas,657672.7,6576727,1
UCUA81A-VZAZXYALpOScwFOQ,7010000,Ujjwal Shorts,17077803,170778030,1
UCb5_PoKVkJy3DxhuuRpCyHQ,6990000,SDE Movieplex,123622.7,1236227,1
UCR2FmWQdYpGbrTPJEp0MIzw,6980000,Palli Gram TV Official,9269702.4,92697024,6
UC_oLUu-LxYOn9mDRR9k5x-A,6970000,SPEED RECORDS BHOJPURI,15852751.4,158527514,2
UCPk2s5c4R_d-EUUNvFFODoA,6970000,Gohar Khan,6001884.6,60018846,4
UCiymGrMPtIZHuVlChqjEW_Q,6970000,Mirchi Murga,2302138.8,23021388,1
UCcD03Nk8BWfyylfBC4DcaXw,6960000,RK dhamal,104642.9,1046429,1
UCVGiG3GcphUyMzNXg2iMN3A,6930000,Telly Reporter,12269.8,122698,1
UC_IeD6kn9O0vBMQ7Al-zCTQ,6910000,Nainika Thanaya,3691776.8,36917768,5
UCsbBEef-l-vFAh0F3clHsrw,6910000,Boy & Dragon - WildBrain,50575788.9,505757889,1
UCdF5Q5QVbYstYrTfpgUl0ZA,6890000,Zee 24 Ghanta,15379.7,153797,10
UCBSGboqYmgfWFkiwURwPMsg,6880000,Indian ASMR World,23858189.6,238581896,3
UCom9JrIYob6yWA3iEpZXizg,6870000,Happy Prince Gaming,8041.3,80413,1
UCqZR7KVVsZRSfezZKJllxVQ,6870000,RelianceEntertainment,16943.2,169432,1
UCvScgo6mAvbMEjszK4sSj6g,6860000,YouTube India Spotlight,97646.2,976462,1
UC6RJ7-PaXg6TIH2BzZfTV7w,6860000,TIMES NOW,161476.4,1614764,9
UCat88i6_rELqI_prwvjspRA,6810000,News18 Tamil Nadu,85777.1,857771,4
UC1cvJI4SJeaA8MbNOWqGFmg,6810000,Being Suku,1327375.9,13273759,1
UC25Ntv5IrTD-B0eZ92O50Tg,6800000,Talk Shows Central by DRM,1863.3,18633,1
UCJ2KaH9TTjZdmKwwAFwwFkA,6790000,Sadhguru Hindi,32882.5,328825,1
UCqXCX2DnQZh8e4VNT7MPTtA,6770000,Dr Ujjwal Patni Business coach,3253540.1,32535401,1
UCG5EDwLe-x4ZDhxTVy0hpRQ,6750000,ChunChun TV,28035680.5,280356805,3
UCW9cnUaWZ-v8Bd2rJsFamNQ,6740000,Ladoo Kids Hindi Nursery Rhymes,76186584.6,761865846,3
UCl1naPZOHU69BDS1P03PxXw,6710000,Mehrban Ali,66535.6,665356,1
UCXuO_AmrcE16fDoNiq9JZZg,6700000,Coke Studio India,85578815.1,855788151,9
UCfNs1HTI4pyaUshmmi21RPg,6680000,Kili Paul,1096224.7,10962247,5
UCJmQC4Wv1e1rJqjDPR-9WEg,6640000,Kajal Actress,6943393.8,69433938,2
UCxlJ45KjG4XVcQ_hd8j227A,6630000,Peekaboo Kidz,421023.8,4210238,3
UCOfW-gAHYcHh3YfFCOOSqng,6620000,Achayan Army Family,1711081.2,17110812,1
UC5TCLWjRRuk8fqDi_yg1qrg,6610000,Mango Indian Films,8495545.8,84955458,4
UCzqQvVAkCEFrWI2VOPzFpeg,6610000,Jubin Nautiyal,1275662.5,12756625,1
UCpJ3VZb16uJFSmQyEQQ9Xlg,6570000,Aditya Music PLAYBACK,13872072.2,138720722,11
UCeTKpxSeEzmnEE2kIa8ijbw,6570000,Jaaz Multimedia,1984549.5,19845495,1
UC-ZT8Z99IaoA_aZKtsbIFug,6570000,123 GO! Kevin,13106317.6,131063176,1
UCsDTy8jvHcwMvSZf_JGi-FA,6570000,Abhi and Niyu,248551.5,2485515,1
UCYalWwW79BdxmMTKUyBFj5g,6560000,Shubhankar Mishra,113685.1,1136851,1
UC-f7r46JhYv78q5pGrO6ivA,6520000,MediaoneTV Live,13498.9,134989,6
UChOXJw1nDQMmaGZg1DOv8bQ,6510000,Wam India Movie Talkies,18541,185410,1
UCLsSLka8jODBozvi5VTQeaQ,6510000,Zee Music South,5131475,51314750,3
UC9MRziq82JWFKpXIfrj_CFw,6510000,Swati Singh,7203545.9,72035459,5
UCnjxYF8TSTdBDf27ULeDR7Q,6510000,Farming Leader,549496.5,5494965,1
UC6Ce0W_c7mCNu87Qnx4ZNaw,6510000,Kiddiestv Bangla,69705611.9,697056119,8
UCRzYN32xtBf3Yxsx5BvJWJw,6490000,warikoo,223055.1,2230551,1
UCSM54qcBP60U61HOMm_SUqA,6490000,Play DMF,11710849.7,117108497,1
UC2cS0jW3himSvxXyLbkHVkg,6450000,SUNDRANI,1339293.2,13392932,1
UCueYcgdqos0_PzNOq81zAFg,6380000,Parithabangal,266311.6,2663116,1
UCPtPyb4VvaNqjkbL_tSVFVA,6380000,Thugesh,319028.7,3190287,1
UCg35ReVbOzreuv_J9GBFrTQ,6360000,Big Animation,1009218.2,10092182,1
UCHGktfcQq2BY_8tGPHwvm7g,6360000,Madras Samayal,7222.1,72221,1
UCAR3h_9fLV82N2FH4cE4RKw,6360000,TV5 News,38754.3,387543,4
UCarJoVXH0T2pdtcHBu9J8Bw,6360000,Hombale Films,35273240.4,352732404,14
UCYAYsU1QXtXwQTlLcUbP57A,6360000,Youtube Brotherz,556777.3,5567773,1
UCKwucPzHZ7zCUIf7If-Wo1g,6340000,DD News,25515.2,255152,3
UC5lkWqcwb-CrrTwiqsHjVug,6330000,Ssoftoons Horror And Crime Bangla,123429.6,1234296,3
UCEwlPFzuck7KyNAnsujkkFg,6320000,ISPR Official,3398900.4,33989004,1
UCbNFYkTWQVUTs_n5Hqbt8bg,6320000,Imsubu Official,5038830.7,50388307,3
UCgFGHBru6QtzRLM6GUr04WA,6290000,Aaditya Actor,1269534.2,12695342,1
UCl-OodciBGZ0k8K8rBZGe4w,6290000,Public TV,72147.3,721473,2
UCfNPmyLCMkTOFoHzjB_YeJg,6290000,Sony WAH,2910771,29107710,4
UCQdyCrZpGq4Bbu6V8LPUDWg,6280000,BKShivani,3462360.4,34623604,1
UCcmYmr96fmCrV3bjEkjrKYA,6270000,Soor Mandir,7250124.4,72501244,17
UCZUjHLJivN0OZPC_Wj8JvkA,6260000,Zee Bihar Jharkhand,25910,259100,2
UC760cHmgkk00FRT1dw2DMdA,6250000,Sony YAY!,2001475.3,20014753,2
UCtpDorOuxwQ1URGQ0WLIXmQ,6240000,Dino James,139466.3,1394663,1
UChRi1dpwnsZcIo1LSwzY0Iw,6240000,Muzik247,24798572.5,247985725,14
UCiVyt5pOOFkzj446Nm9Ao6A,6240000,Dard Bhare Songs,3177705.9,31777059,1
UC7ekJbGft4swD_3fb7MiRPw,6220000,Chutty Kannamma,43001932,430019320,8
UCMfyiLGzptAStxYf7GEIQYQ,6220000,Foodie Incarnate,2481867.4,24818674,2
UCwLJ2iyouNwECeIlDIrZIPw,6210000,Son And Dad,4684930.9,46849309,3
UCuAJ0ewzavRYzZfDpWM7WSw,6200000,diyafavas_official,9015911.4,90159114,1
UCsgC5cbz3DE2Shh34gNKiog,6180000,92 News HD,10929.6,109296,1
UCZT_OWY9abyO3V9Rmdvh02w,6140000,Viralbollywood,146549.9,1465499,2
UCwqvhiW2ayyVmiSqTdh0O2Q,6130000,The Motor Mouth,705092.5,7050925,2
UCkXopQ3ubd-rnXnStZqCl2w,6120000,Zee Business,198032,1980320,3
UCvoC1eVphUAe7a0m-uuoPbg,6110000,Bongo Movies,1941.5,19415,2
UCtxT50MzIRx0H2qdQYRoQeg,6100000,Movies Insight Hindi,2550460.3,25504603,7
UCyxH3vRaMqHiJFyHnC7qhUw,6080000,Neelkamal Singh Official,40355430.3,403554303,4
UCNB_OaI4524fASt8h0IL8dw,6070000,Mufti Menk,394852.9,3948529,1
UCGqvJPRcv7aVFun-eTsatcA,6060000,Star Studios,3315596.9,33155969,1
UCbQU3lGIt2gP_6kE3l1Y3WQ,6060000,Bhojpuri Hit Songs,3350162.3,33501623,1
UCsr6QVeLlkitleHoS0T4IxQ,6050000,Banglavision DRAMA,4433976.4,44339764,3
UCzsNLZ9GrGXRjt0QmvWFm2Q,6030000,Chattambees,2851704,28517040,4
UCz67TNWBqU38S8VRvjDO2wg,6020000,Khooni Monday,41866.4,418664,1
UCBApn9oICcOg083Ie7XvAEA,6010000,Mankirt Aulakh,106072619.5,1060726195,5
UCVBuE-sEAikazcOOHYc0kjw,6010000,condsty,1167843.2,11678432,2
UCiWrjBhlICf_L_RK5y6Vrxw,6010000,Pakistan Cricket,209755.1,2097551,1
UCAOpvmtSaQ8odhY9O74UU9A,5990000,Pramod Premi Entertainment,2707125.1,27071251,2
UC9t2RlHUshAARQNGe3tfk0A,5990000,GoldenGully,1058528.9,10585289,3
UCIfzoj7xgowx1JaYnixiSHQ,5980000,IVY Yashi Music,21659596.2,216595962,1
UCvo2tOQ0yDJLFRi7QAt58yA,5970000,MostTechy Shorts,637795.5,6377955,2
UCjZQyGJeZv68zMIJOXk0vmA,5960000,Pravallika_Richh akka,1610031.4,16100314,1
UCnhAMeE9Z0BhIYozlc8Ts5g,5950000,Manjadi,101058465.1,1010584651,33
UCs56ffejFhWlCvlvRIdpb9Q,5940000,Viacom18 Studios,288731.3,2887313,3
UCRjdhRziOme0OSmUwbnwebg,5930000,Shemaroo Gujarati,4357395.3,43573953,9
UCYEUot1QIoKnHKMK-e-qKjQ,5900000,TUNTUN YADAV OFFICIAL,46606539.9,466065399,7
UC1iwdTRSV1Z2DMopttg8ocA,5880000,RDC Banglar Geeti,118915.8,1189158,1
UCvkqHmF62Kh13ouIs3kpQLA,5880000,Kids Planet,104487735.3,1044877353,12
UCGsa5xIj74tj5tp4VdaQWYA,5870000,ROWSHAN TV,1609301,16093010,1
UCSVALYUGVruJ4I2RjhiudSQ,5870000,Kaumudy,38636.4,386364,2
UCMhx-uS3O-G_6_lTrYmDKLw,5850000,Ruby Ka Kitchen,6656.9,66569,1
UCwXrBBZnIh2ER4lal6WbAHw,5850000,Mathrubhumi News,1966.9,19669,2
UCbnhWWDoNB8TiBNYUKsoBRQ,5840000,Wondering Minds,172423.4,1724234,2
UCI5iQEzvqILjpJ4dEiPlM0w,5830000,Teddy & Timmy Edutainment - Education & Kids Songs,15660072,156600720,8
UCjdjyjdcdmldCK5XuuWbn1A,5810000,AndreoBee,40218.4,402184,1
UCF_lEagt2u1g7C3W-xTj50w,5810000,Manish Kharage,8916095.9,89160959,3
UCPgrnoC52e3gixNeyGNY0rg,5800000,Anju Mor,411994.7,4119947,1
UCtArm3-faI7bOK-6J-H-SPA,5800000,Learnex - English lessons through Hindi,9320.3,93203,2
UCLFqZAjAQMNLZQBxODKzgdQ,5790000,South Action Dhamaka,7185863.6,71858636,2
UCjuV-yJ3ceiHI4ixglXxksA,5790000,Crown Records,141126993.3,1411269933,5
UC43FtzoqAtvCIZ5dJKkNhmg,5780000,Zee Cinemalu,3708197.8,37081978,19
UCy3ExvdZmbE--vRbUUSe_2A,5770000,Pawan Singh Official,7886087.2,78860872,3
UCphU2bAGmw304CFAzy0Enuw,5750000,Physics Wallah Foundation,713367.9,7133679,1
UCLnlD3yHgpji6fuEpNHE-yQ,5750000,Pihoozz,4723058,47230580,3
UCE6hGEwOgRlLc57sP9VqNXw,5730000,Ansh Kukreja01,833106.7,8331067,1
UCpp1GoykvTBuPiZt3FiFHjg,5710000,SoupTimmy,3392369,33923690,2
UCEMv698VyQxw8fDGAQ8Wi0g,5710000,Tayo the Little Bus Hindi हिन्दी टाय द लिटिल बस,1555179.5,15551795,2
UCcEemKX91VohoKl6uRBAPyQ,5700000,SimpleGhar Hindi,7791482.5,77914825,5
UCLcEgVo16evDiKEzl7zcQ_g,5690000,Tej India,832855.4,8328554,3
UC60U1OtwT9Y6Buecc6P0L5g,5690000,iDream Media,5599790.1,55997901,9
UCLoZwwZTIbfkvViQM03OuiA,5650000,Mintuaa,38508770.4,385087704,30
UCjNVDW-rkDYR0aOKp3E-2wg,5650000,Filmymoji,194365.5,1943655,1
UCAEv0ANkT221wXsTnxFnBsQ,5640000,T-Series Tamil,57644737.5,576447375,18
